,Track URI,Track Name,Artist URI(s),Artist Name(s),Album URI,Album Name,Album Artist URI(s),Album Artist Name(s),Album Release Date,Album Image URL,Disc Number,Track Number,Track Duration (ms),Track Preview URL,Explicit,Popularity,ISRC,Added By,Added At,Artist Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature,Album Genres,Label,Copyrights,cluster
9200,spotify:track:7g7OshelYRRnOSEMmisJVI,Clap Your Hands,spotify:artist:7keGfmQR4X5w0two1xKZ7d,Kungs,spotify:album:2Uxn2xBab5Sjo3gnfuir7q,Clap Your Hands,spotify:artist:7keGfmQR4X5w0two1xKZ7d,Kungs,2022-02-18,https://i.scdn.co/image/ab67616d0000b2739f93d1c32d39d12312d25a68,1,1,189880,https://p.scdn.co/mp3-preview/ceebad9013abe7d7c1628ab811fb05b490f649b8?cid=9950ac751e34487dbbe027c4fd7f8e99,False,71,FR9W12139309,spotify:user:bradnumber1,2023-05-14T10:59:17Z,"edm,pop dance",0.878,0.875,1.0,-4.923,1.0,0.0658,0.0507,3.42e-05,0.356,0.84,124.006,4.0,,Universal Music Division Island Def Jam,"C © 2022 Val Production / Island Def Jam, P ℗ 2022 Val Production / Island Def Jam",1
9210,spotify:track:1QNqrsNQ1JVLEwncov3lEY,True Love (feat. Lily Allen),"spotify:artist:1KCSPY1glIKqW2TotWuXOR, spotify:artist:13saZpZnCDWOI9D4IJhp1f","P!nk, Lily Allen",spotify:album:2Q9oTK48eb85waX1fFJsvj,The Truth About Love,spotify:artist:1KCSPY1glIKqW2TotWuXOR,P!nk,2012-09-18,https://i.scdn.co/image/ab67616d0000b2739d0f0d226987b449808e7b6f,1,5,230733,https://p.scdn.co/mp3-preview/584661dc4de0d2866939648924817bc5051a4454?cid=9950ac751e34487dbbe027c4fd7f8e99,True,72,USRC11200787,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"dance pop,pop,dance pop,electropop",0.457,0.823,9.0,-4.76,1.0,0.311,0.00144,0.0,0.108,0.578,192.205,4.0,,RCA Records Label,"P (P) 2012 RCA Records, a division of Sony Music Entertainment",2
9228,spotify:track:5HOpkTTVcmZHnthgyxrIL8,The Fox (What Does the Fox Say?),spotify:artist:2lEOFtf3cCyzomQcMHJGfZ,Ylvis,spotify:album:77QwsMRvonZJn7adV47V78,The Fox (What Does the Fox Say?),spotify:artist:2lEOFtf3cCyzomQcMHJGfZ,Ylvis,2013-09-02,https://i.scdn.co/image/ab67616d0000b273078f1176c3c725de8e95f490,1,1,213708,https://p.scdn.co/mp3-preview/d3a46e6cb83d8d4f29dfbc75d2f92d244e9c7171?cid=9950ac751e34487dbbe027c4fd7f8e99,False,67,NOAGW1300374,spotify:user:bradnumber1,2021-08-08T09:26:31Z,comic,0.703,0.867,6.0,-4.292,1.0,0.0453,0.107,0.0,0.119,0.546,128.008,4.0,,WM Norway,"C © 2013 Urheim Recods and 45th & 3rd Music LLC under exclusive license to Parlophone Music Norway A Warner Music Group Company, P ℗ 2013 Urheim Recods and 45th & 3rd Music LLC under exclusive license to Parlophone Music Norway A Warner Music Group Company",1
9229,spotify:track:2lYTJK94hb0fd1LQtb6Dhk,Don't Leave Me Alone (feat. Anne-Marie),"spotify:artist:1Cs0zKBU1kc0i8ypK3B9ai, spotify:artist:1zNqDE7qDGCsyzJwohVaoX","David Guetta, Anne-Marie",spotify:album:4sqrDaJcbCIo6aeqO26maj,Don't Leave Me Alone (feat. Anne-Marie),"spotify:artist:1Cs0zKBU1kc0i8ypK3B9ai, spotify:artist:1zNqDE7qDGCsyzJwohVaoX","David Guetta, Anne-Marie",2018-07-26,https://i.scdn.co/image/ab67616d0000b27303889a8b80ee94dccdbe34f5,1,1,183750,https://p.scdn.co/mp3-preview/d45c708e0c7e4bcc746675bb3c8451abc8a62e5f?cid=9950ac751e34487dbbe027c4fd7f8e99,False,60,GB28K1800087,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"big room,dance pop,edm,pop,pop dance,pop",0.659,0.738,4.0,-5.072,0.0,0.0477,0.118,0.0,0.115,0.481,127.95,4.0,,Parlophone (France),"C © 2018 What A Music Ltd. under exclusive license to Parlophone/Warner Music France, under exclusive license to Atlantic Recording Corporation for the United States. All rights reserved., P ℗ 2018 What A Music Ltd, Under Exclusive Licence to Parlophone/Warner Music France, a Warner Music Group Company",1
9233,spotify:track:5omYVLodGmaxnhua99xIE8,A.M.,spotify:artist:4AK6F7OLvEQ5QYCBNiQWHq,One Direction,spotify:album:1gMxiQQSg5zeu4htBosASY,Made In The A.M. (Deluxe Edition),spotify:artist:4AK6F7OLvEQ5QYCBNiQWHq,One Direction,2015-11-13,https://i.scdn.co/image/ab67616d0000b273241e4fe75732c9c4b49b94c3,1,17,209040,https://p.scdn.co/mp3-preview/8492fbb4611d8b1148ac0913e33b06e7d735c721?cid=9950ac751e34487dbbe027c4fd7f8e99,False,67,GBHMU1500118,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"boy band,pop,post-teen pop,talent show",0.586,0.527,3.0,-4.905,1.0,0.0309,0.227,0.0,0.0963,0.506,141.839,4.0,,Syco Music,P (P) 2015 Simco Limited under exclusive licence to Sony Music Entertainment UK Limited,2
9239,spotify:track:0WxSQtLMCLcsAOhliamv5W,Five More Minutes,spotify:artist:7gOdHgIoIKoe4i9Tta6qdD,Jonas Brothers,spotify:album:0i96PtPJV65ddxsfMfo45F,XV,"spotify:artist:7gOdHgIoIKoe4i9Tta6qdD, spotify:artist:790FomKkXshlbRYZFtlgla","Jonas Brothers, KAROL G",2020-05-15,https://i.scdn.co/image/ab67616d0000b2733b3cd45dfa6f779c01d63fdb,1,2,150366,https://p.scdn.co/mp3-preview/b15183f87c2388aafbe72ca3f4a00d77545c5086?cid=9950ac751e34487dbbe027c4fd7f8e99,False,56,USUG12000189,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"boy band,pop",0.836,0.304,4.0,-7.948,1.0,0.0666,0.305,0.0,0.0979,0.688,94.037,4.0,,Republic Records,"C © 2020 Jonas Brothers Recording, Limited Liability Company, under exclusive license to Republic Records, a division of UMG Recordings, Inc., P ℗ 2020 Jonas Brothers Recording, Limited Liability Company, under exclusive license to Republic Records, a division of UMG Recordings, Inc.",0
9246,spotify:track:3U4isOIWM3VvDubwSI3y7a,All of Me,spotify:artist:5y2Xq6xcjJb2jVM54GHK3t,John Legend,spotify:album:4OTAx9un4e6NfoHuVRiOrC,Love In The Future (Expanded Edition),spotify:artist:5y2Xq6xcjJb2jVM54GHK3t,John Legend,2013-08-30,https://i.scdn.co/image/ab67616d0000b27394c9217a398f5174757c0c78,1,6,269560,https://p.scdn.co/mp3-preview/29f542e5e8b4b6bb7e4e71a52bc3ff35b6b962ad?cid=9950ac751e34487dbbe027c4fd7f8e99,False,88,USSM11303954,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"neo soul,pop,pop soul,urban contemporary",0.422,0.264,8.0,-7.064,1.0,0.0322,0.922,0.0,0.132,0.331,119.93,4.0,,G.O.O.D. Music/Columbia,"P (P) 2013 Getting Out Our Dreams and Columbia Records, a Division of Sony Music Entertainment",0
9247,spotify:track:7vqUr6K2Js9Paq4kdNSOm6,Here for You (feat. Ella Henderson),"spotify:artist:23fqKkggKUBHNkbKtXEls4, spotify:artist:7nDsS0l5ZAzMedVRKPP8F1","Kygo, Ella Henderson",spotify:album:6HnspnDTGO0iGliX6OuCTd,Here for You (feat. Ella Henderson),spotify:artist:23fqKkggKUBHNkbKtXEls4,Kygo,2015-09-04,https://i.scdn.co/image/ab67616d0000b27372d674be73fb8100238c4dd7,1,1,244510,https://p.scdn.co/mp3-preview/6df5cb7fb353ac4627419a81c92b7bb2f4da62e8?cid=9950ac751e34487dbbe027c4fd7f8e99,False,64,SEBGA1500224,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"edm,pop,pop dance,tropical house,dance pop,pop dance,talent show,uk pop",0.68,0.772,10.0,-5.995,1.0,0.0416,0.535,0.0153,0.147,0.376,105.005,4.0,,Kygo,"P (P) 2015 Kygo under exclusive license to Sony Music Entertainment International Ltd / Ultra Records, LLC",1
9248,spotify:track:1fidCEsYlaVE3pHwKCvpFZ,Am I Wrong,spotify:artist:0awl5piYwO0CDTHEkCjUhn,Nico & Vinz,spotify:album:6zXb9FQMzawvY2Au8Kxky3,Black Star Elephant,spotify:artist:0awl5piYwO0CDTHEkCjUhn,Nico & Vinz,2014,https://i.scdn.co/image/ab67616d0000b273eb3c078694b007169dab4a4f,1,2,245866,https://p.scdn.co/mp3-preview/7a4173d114136b1018144dcc767945f9ecc149e4?cid=9950ac751e34487dbbe027c4fd7f8e99,False,80,USWB11304681,spotify:user:bradnumber1,2021-08-08T09:26:31Z,afrobeats,0.729,0.675,8.0,-6.003,1.0,0.0312,0.175,1.58e-06,0.55,0.779,119.968,4.0,,Warner Records,"C © 2014 Warner Records Inc., P ℗ 2014 Warner Records Inc.",1
9249,spotify:track:1TglK1NhDCPpTCreSSTFyH,From This Moment - Revival,spotify:artist:35aCXGIIUSR18D9C7BlUnp,Eurika,spotify:album:2uoQPM92TGrySBVLLjgvBh,From This Moment (Revival),spotify:artist:35aCXGIIUSR18D9C7BlUnp,Eurika,2017-03-30,https://i.scdn.co/image/ab67616d0000b27369aecf9cf2f3b84436da2b6f,1,1,229416,https://p.scdn.co/mp3-preview/8830772b395f143e3f1c79384e8a24b2cc0ab0d1?cid=9950ac751e34487dbbe027c4fd7f8e99,True,55,FR2X41755536,spotify:user:bradnumber1,2021-08-08T09:26:31Z,,0.501,0.474,3.0,-6.429,1.0,0.0249,0.458,0.0,0.0857,0.262,135.932,4.0,,The Teen Pop Idol,"C 2017 Aika Records Music Philippines, P 2017 Jimmy C Amoroto",0
9250,spotify:track:5hvwx5i67IwnCkjl9VHkNv,Diamonds,spotify:artist:2wY79sveU1sp5g7SokKOiI,Sam Smith,spotify:album:2IAyprsfyoPBGDvbLjgsN5,Diamonds,spotify:artist:2wY79sveU1sp5g7SokKOiI,Sam Smith,2020-09-17,https://i.scdn.co/image/ab67616d0000b273f207514228c0a5db1ae3b116,1,1,213869,https://p.scdn.co/mp3-preview/451f849a761c3ce4a54bf2caab5bcc7e34bf5be0?cid=9950ac751e34487dbbe027c4fd7f8e99,False,67,GBUM72002531,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"pop,uk pop",0.653,0.667,10.0,-6.764,0.0,0.0423,0.154,0.0,0.107,0.556,104.181,4.0,,Capitol,"C © 2020 Universal Music Operations Limited, P ℗ 2020 Universal Music Operations Limited",1
9252,spotify:track:7x5xYW5W42OGPAdHUyyguy,Locked Away (feat. Adam Levine),"spotify:artist:4TH4BHy0LdBi3dpBW4P2UX, spotify:artist:4bYPcJP5jwMhSivRcqie2n","R. City, Adam Levine",spotify:album:4AUTMNSP56xicSznzKgzjB,What Dreams Are Made Of,spotify:artist:4TH4BHy0LdBi3dpBW4P2UX,R. City,2015-10-09,https://i.scdn.co/image/ab67616d0000b2739519b1a9e2b552407e65b01a,1,2,227480,https://p.scdn.co/mp3-preview/9025fe433b0d74a91c370c50f7cf8f1239a3a15e?cid=9950ac751e34487dbbe027c4fd7f8e99,False,82,USRC11501369,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"reggae fusion,virgin islands reggae,deep talent show",0.509,0.671,1.0,-5.709,1.0,0.0678,0.304,0.0,0.0452,0.55,118.413,5.0,,Kemosabe Records/RCA Records,P (P) 2015 Kemosabe Records,2
9256,spotify:track:4MAxq4eEuuyE97wodPnisY,Sad,spotify:artist:04gDigrS5kc9YWfZHwBETP,Maroon 5,spotify:album:6ijGiBcBfUwkoyHn5VUHU2,Overexposed Track By Track,spotify:artist:04gDigrS5kc9YWfZHwBETP,Maroon 5,2012-01-01,https://i.scdn.co/image/ab67616d0000b273fc8633e22a7dba6aab817bff,1,18,193826,https://p.scdn.co/mp3-preview/a8554ff77812bce922444820628aaa6c89155bcb?cid=9950ac751e34487dbbe027c4fd7f8e99,False,53,USUM71204777,spotify:user:bradnumber1,2021-08-08T09:26:31Z,pop,0.781,0.262,7.0,-9.189,1.0,0.0321,0.797,0.0,0.1,0.338,111.92,4.0,,Interscope Records*,"C © 2012 A&M/Octone Records, P ℗ 2012 Interscope Records",0
9272,spotify:track:1bWh6WbYzSFxsOKzE4EpUu,Good Days,spotify:artist:7tYKF4w9nC0nq9CsPZTHyP,SZA,spotify:album:5JdcspRtnXWhBdvcGlfS3U,Good Days,spotify:artist:7tYKF4w9nC0nq9CsPZTHyP,SZA,2020-12-25,https://i.scdn.co/image/ab67616d0000b2738a8e89f89a2a8e3f9e9f1e0c,1,1,279204,https://p.scdn.co/mp3-preview/948f2829b13f184cedb89f44283cddac68569212?cid=9950ac751e34487dbbe027c4fd7f8e99,False,56,USRC12004190,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"pop,r&b,rap",0.472,0.655,1.0,-8.392,0.0,0.0561,0.488,1.33e-05,0.688,0.416,120.856,4.0,,Top Dawg Entertainment/RCA Records,"P (P) 2020 Top Dawg Entertainment, under exclusive license to RCA Records",0
9286,spotify:track:6RxO08wzUmlE1sBc1bNZNW,Best Day Of My Life - Single Version,spotify:artist:0MlOPi3zIDMVrfA9R04Fe3,American Authors,spotify:album:5UWYYI5FapJVmGqwQ8d0iS,"Oh, What A Life",spotify:artist:0MlOPi3zIDMVrfA9R04Fe3,American Authors,2014-01-01,https://i.scdn.co/image/ab67616d0000b2735555496a9c148ed4fbeeea09,1,3,194240,https://p.scdn.co/mp3-preview/caf61e3a88f77f587e097076ac1590f11a590e88?cid=9950ac751e34487dbbe027c4fd7f8e99,False,63,USUM71302187,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"modern rock,pop rock",0.673,0.902,2.0,-2.392,1.0,0.0346,0.0591,0.000262,0.0558,0.538,100.012,4.0,,Island Records,"C © 2014 The Island Def Jam Music Group, P ℗ 2014 The Island Def Jam Music Group",1
9291,spotify:track:0TDLuuLlV54CkRRUOahJb4,Titanium (feat. Sia),"spotify:artist:1Cs0zKBU1kc0i8ypK3B9ai, spotify:artist:5WUlDfRSoLAfcVSX1WnrxN","David Guetta, Sia",spotify:album:4bTjdxhRRUiWfwj200f9Kl,Nothing but the Beat (Ultimate Edition),spotify:artist:1Cs0zKBU1kc0i8ypK3B9ai,David Guetta,2012-12-07,https://i.scdn.co/image/ab67616d0000b2735c8cfe4b2c4aa89c9c92108e,1,1,245040,https://p.scdn.co/mp3-preview/6c3e9bbcebdbfa7875c6a56c2bb4da2a870c250b?cid=9950ac751e34487dbbe027c4fd7f8e99,False,84,GB28K1100036,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"big room,dance pop,edm,pop,pop dance,australian dance,australian pop,pop",0.604,0.787,0.0,-3.674,0.0,0.103,0.0679,0.15,0.127,0.301,126.062,4.0,,Parlophone (France),"C © 2012 What A Music Ltd., licence exclusive Parlophone Music France, P ℗ 2012 What A Music Ltd., licence exclusive Parlophone Music France",2
9292,spotify:track:6habFhsOp2NvshLv26DqMb,Despacito,"spotify:artist:4V8Sr092TqfHkfAA5fXXqG, spotify:artist:4VMYDCV2IEDYJArk749S6m","Luis Fonsi, Daddy Yankee",spotify:album:5C0YLr4OoRGFDaqdMQmkeH,VIDA,spotify:artist:4V8Sr092TqfHkfAA5fXXqG,Luis Fonsi,2019-02-01,https://i.scdn.co/image/ab67616d0000b273ef0d4234e1a645740f77d59c,1,9,229360,https://p.scdn.co/mp3-preview/2ea246524bf5a1a6432d4cf1b911a98bd84e3e8e?cid=9950ac751e34487dbbe027c4fd7f8e99,False,84,USUM71607007,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"latin pop,puerto rican pop,latin hip hop,reggaeton,trap latino,urbano latino",0.655,0.797,2.0,-4.787,1.0,0.153,0.198,0.0,0.067,0.839,177.928,4.0,,UMLE - Latino,"C © 2019 UMG Recordings, Inc., P ℗ 2019 UMG Recordings, Inc.",1
9299,spotify:track:5xzCzOAOfRi4DOttSzvznR,Lullaby,"spotify:artist:1IueXOQyABrMOprrzwQJWN, spotify:artist:4fwuXg6XQHfdlOdmw36OHa","Sigala, Paloma Faith",spotify:album:1SR7c6j94aiuYEhUrfTbZ7,Lullaby,"spotify:artist:1IueXOQyABrMOprrzwQJWN, spotify:artist:4fwuXg6XQHfdlOdmw36OHa","Sigala, Paloma Faith",2018-02-23,https://i.scdn.co/image/ab67616d0000b273e9330809e667c48fa179f56b,1,1,204022,https://p.scdn.co/mp3-preview/a00555fc5b366a40c10f8705ba0afddccf2abd6e?cid=9950ac751e34487dbbe027c4fd7f8e99,False,61,GBCEN1700257,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"dance pop,edm,pop dance,uk dance,uk pop,british soul,talent show",0.725,0.834,5.0,-3.913,0.0,0.037,0.0784,1.27e-05,0.0834,0.859,120.026,4.0,,Ministry of Sound Recordings,"P (P) 2018 Ministry of Sound Recordings Limited / B1 Recordings GmbH, a Sony Music Entertainment Company",1
9316,spotify:track:01oPNCtTniFT3YM4K3ksTf,Opposite of Adults,spotify:artist:40giwFcTQtv9ezxW8yqxJU,Chiddy Bang,spotify:album:0BfzIrlViS9devVRvpf4tw,The Preview,spotify:artist:40giwFcTQtv9ezxW8yqxJU,Chiddy Bang,2010-09-13,https://i.scdn.co/image/ab67616d0000b27394aae7788f8b689a9d578a67,1,3,191600,https://p.scdn.co/mp3-preview/7482e32453e3102459daa1731660626c018c1ee4?cid=9950ac751e34487dbbe027c4fd7f8e99,False,58,US8Z30900001,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"indie pop rap,philly rap,pop rap",0.674,0.899,9.0,-5.115,1.0,0.193,0.011,0.0,0.327,0.604,95.999,4.0,,Parlophone UK,"C © 2010 Parlophone Records Ltd, a Warner Music Group Company, P ℗ 2010 Parlophone Records Ltd, a Warner Music Group Company",1
9317,spotify:track:1NpW5kyvO4XrNJ3rnfcNy3,Wild Ones (feat. Sia),"spotify:artist:0jnsk9HBra6NMjO2oANoPY, spotify:artist:5WUlDfRSoLAfcVSX1WnrxN","Flo Rida, Sia",spotify:album:7eLwoxxWs6lfkVYJGkGNbk,Wild Ones,spotify:artist:0jnsk9HBra6NMjO2oANoPY,Flo Rida,2012-06-22,https://i.scdn.co/image/ab67616d0000b273871d85943145dde548f4ae09,1,2,232946,https://p.scdn.co/mp3-preview/d508be7a9bbcfafb67a58ff3b7f6954881d0c6b5?cid=9950ac751e34487dbbe027c4fd7f8e99,False,82,USAT21104103,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"dance pop,miami hip hop,pop,pop rap,australian dance,australian pop,pop",0.608,0.86,5.0,-5.324,0.0,0.0554,0.0991,0.0,0.262,0.437,127.075,4.0,,Poe Boy/Atlantic,"C © 2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States, P ℗ 2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States",2
9332,spotify:track:5u1n1kITHCxxp8twBcZxWy,Holy (feat. Chance The Rapper),"spotify:artist:1uNFoZAHBGtllmzznpCI3s, spotify:artist:1anyVhU62p31KFi8MEzkbf","Justin Bieber, Chance the Rapper",spotify:album:4hR7jjsPvRwwcHx8ntJSQS,Holy,"spotify:artist:1uNFoZAHBGtllmzznpCI3s, spotify:artist:1anyVhU62p31KFi8MEzkbf","Justin Bieber, Chance the Rapper",2020-09-18,https://i.scdn.co/image/ab67616d0000b273572c68f79b356c21202e248c,1,1,212093,https://p.scdn.co/mp3-preview/f5f395935b92632ca49742786c32493475c0b493?cid=9950ac751e34487dbbe027c4fd7f8e99,False,74,USUM72017013,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"canadian pop,pop,chicago rap,conscious hip hop,hip hop,pop rap,rap",0.673,0.704,6.0,-8.056,1.0,0.36,0.196,0.0,0.0898,0.372,86.919,4.0,,RBMG/Def Jam,"C © 2020 The Island Def Jam Music Group, P ℗ 2020 Def Jam Recordings, a division of UMG Recordings, Inc.",1
9333,spotify:track:1yzbqrSF0vuaO7nuKYSd6f,Coming of Age,spotify:artist:7gP3bB2nilZXLfPHJhMdvc,Foster The People,spotify:album:22cFcAQkydpTzeSKQZEKv0,Supermodel,spotify:artist:7gP3bB2nilZXLfPHJhMdvc,Foster The People,2014-03-14,https://i.scdn.co/image/ab67616d0000b2733fa1cde08a07e944779fc433,1,3,280040,https://p.scdn.co/mp3-preview/0ab0fc4229e977b5d341f829705040a1fa4a2af5?cid=9950ac751e34487dbbe027c4fd7f8e99,False,59,USSM11305799,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"indietronica,modern alternative rock,modern rock,rock",0.534,0.955,7.0,-4.447,0.0,0.0524,0.0219,0.00573,0.322,0.425,130.09,4.0,,Columbia,"P (P) 2014 Columbia Records, a Division of Sony Music Entertainment",2
9337,spotify:track:37qI0mchgzUSeUhPiwUWPY,Wherever You Will Go,spotify:artist:5aMmmNxw4vgpc5XC6hK0zp,The Calling,spotify:album:0eumbPpzy0UGChIwnCpLpl,The Best Of...,spotify:artist:5aMmmNxw4vgpc5XC6hK0zp,The Calling,2011-02-04,https://i.scdn.co/image/ab67616d0000b273effe44c0e882086284a9bc70,1,1,209360,https://p.scdn.co/mp3-preview/ec2294caf17225c2bcaa613507443f1539a91a47?cid=9950ac751e34487dbbe027c4fd7f8e99,False,61,USRC10001047,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"neo mellow,pop rock,post-grunge",0.551,0.696,2.0,-6.192,1.0,0.0265,0.0392,0.0,0.127,0.354,112.024,4.0,,RCA/Legacy,P (P) 2010 Sony Music Entertainment,2
9341,spotify:track:45aBsnKRWUzhwbcqOJLwfe,This Is Me,"spotify:artist:7HV2RI2qNug4EcQqLbCAKS, spotify:artist:63nv0hWWDob56Rk8GlNpN8","Keala Settle, The Greatest Showman Ensemble",spotify:album:7ayBZIe1FHkNv0T5xFCX6F,The Greatest Showman (Original Motion Picture Soundtrack),spotify:artist:0LyfQWJT6nXafLPZqxe9Of,Various Artists,2017-12-08,https://i.scdn.co/image/ab67616d0000b273128057b40732c042c86de1dd,1,7,234706,https://p.scdn.co/mp3-preview/f956356f4a3bf4d34fc93c66e43e6713c85d0a5c?cid=9950ac751e34487dbbe027c4fd7f8e99,False,76,USAT21704622,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"broadway,hollywood,show tunes,movie tunes",0.284,0.704,2.0,-7.276,1.0,0.186,0.00583,0.000115,0.0424,0.1,191.702,4.0,,Atlantic Records,"C © 2017 This compilation Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States. Motion Picture Artwork, Photos, and Fox Trademarks and Logos TM and © 2017 Twentieth Century Fox Film Corporation., P ℗ 2017 This compilation Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States. Motion Picture Artwork, Photos, and Fox Trademarks and Logos TM and © 2017 Twentieth Century Fox Film Corporation.",2
9347,spotify:track:0CI422U7nhDLnk43s1BS1F,Sun Goes Down (feat. Jasmine Thompson) - Radio Mix,"spotify:artist:3t5xRXzsuZmMDkQzgOX35S, spotify:artist:2TL8gYTNgD6nXkyuUdDrMg","Robin Schulz, Jasmine Thompson",spotify:album:1uMFVKi8n8T0Yjo3GI3wzh,Prayer,spotify:artist:3t5xRXzsuZmMDkQzgOX35S,Robin Schulz,2014-09-19,https://i.scdn.co/image/ab67616d0000b27358bc4150f6e6c590e8e6d136,1,3,179960,https://p.scdn.co/mp3-preview/d7adcc0e1c18d1476c9c37dbaae76ed8371a7147?cid=9950ac751e34487dbbe027c4fd7f8e99,False,58,DEA621400666,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"deep euro house,deep house,edm,german dance,pop dance,tropical house,viral pop",0.548,0.723,6.0,-6.002,1.0,0.0375,0.0969,1.28e-05,0.337,0.499,125.088,4.0,,Tonspiel,"C © 2014 TONSPIEL under exclusive license to Warner Music Group Germany Holding GmbH / A Warner Music Group Company, P ℗ 2014 TONSPIEL under exclusive license to Warner Music Group Germany Holding GmbH / A Warner Music Group Company",2
9359,spotify:track:5A5bLKdL5I3k3FTEQlAUw7,Following the Sun,"spotify:artist:2lJ6K4PTrrweXhRiqh1CZE, spotify:artist:1JPZHb1qziDJ05n0a1OvfW","SUPER-Hi, NEEKA",spotify:album:140Jok6j3tn10bqgUqcUVG,Following the Sun,"spotify:artist:2lJ6K4PTrrweXhRiqh1CZE, spotify:artist:1JPZHb1qziDJ05n0a1OvfW","SUPER-Hi, NEEKA",2021-08-20,https://i.scdn.co/image/ab67616d0000b2735486d91bd83f2c4e0b1669f5,1,1,205000,https://p.scdn.co/mp3-preview/4716f80c86c8f74117c12e2e9aa34ed8f8e45502?cid=9950ac751e34487dbbe027c4fd7f8e99,False,72,SE5BU2081473,spotify:user:bradnumber1,2022-04-27T22:11:11Z,,0.734,0.828,6.0,-4.433,0.0,0.033,0.398,0.0225,0.136,0.717,127.023,4.0,,BLENDED,"C 2021 BLENDED, P 2021 BLENDED",1
9373,spotify:track:1XGmzt0PVuFgQYYnV2It7A,Payphone,"spotify:artist:04gDigrS5kc9YWfZHwBETP, spotify:artist:137W8MRPWKqSmrBGDBFSop","Maroon 5, Wiz Khalifa",spotify:album:6ijGiBcBfUwkoyHn5VUHU2,Overexposed Track By Track,spotify:artist:04gDigrS5kc9YWfZHwBETP,Maroon 5,2012-01-01,https://i.scdn.co/image/ab67616d0000b273fc8633e22a7dba6aab817bff,1,4,231173,https://p.scdn.co/mp3-preview/3fa424cf3b47431d48b7a12368ce0eeb134fc03f?cid=9950ac751e34487dbbe027c4fd7f8e99,True,87,USUM71203347,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"pop,hip hop,pittsburgh rap,pop rap,rap,southern hip hop,trap",0.743,0.752,4.0,-4.813,1.0,0.0414,0.0188,0.0,0.287,0.545,110.015,4.0,,Interscope Records*,"C © 2012 A&M/Octone Records, P ℗ 2012 Interscope Records",1
9379,spotify:track:0mBKv9DkYfQHjdMcw2jdyI,Chunky,spotify:artist:0du5cEVh5yTK9QJze8zA0C,Bruno Mars,spotify:album:4PgleR09JVnm3zY1fW3XBA,24K Magic,spotify:artist:0du5cEVh5yTK9QJze8zA0C,Bruno Mars,2016-11-17,https://i.scdn.co/image/ab67616d0000b273232711f7d66a1e19e89e28c5,1,2,186973,https://p.scdn.co/mp3-preview/cb1271bde07433fa99a73e11763003a1116722c5?cid=9950ac751e34487dbbe027c4fd7f8e99,False,73,USAT21602946,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"dance pop,pop",0.571,0.539,5.0,-4.446,0.0,0.116,0.0208,0.0,0.125,0.727,202.103,4.0,,Atlantic Records,"C © 2016 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States. A Warner Music Group Company, P ℗ 2016 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States. A Warner Music Group Company",2
9380,spotify:track:2FY7b99s15jUprqC0M5NCT,Natural,spotify:artist:53XhwfbYqKCa1cC15pYq2q,Imagine Dragons,spotify:album:3JfSxDfmwS5OeHPwLSkrfr,Origins (Deluxe),spotify:artist:53XhwfbYqKCa1cC15pYq2q,Imagine Dragons,2018-11-09,https://i.scdn.co/image/ab67616d0000b273da6f73a25f4c79d0e6b4a8bd,1,1,189466,https://p.scdn.co/mp3-preview/e375c82aba995cc3a35b8c2428696f00ef07e5a7?cid=9950ac751e34487dbbe027c4fd7f8e99,False,84,USUM71806694,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"modern rock,pop,rock",0.704,0.611,2.0,-6.112,1.0,0.0409,0.217,0.0,0.0812,0.22,100.0,4.0,,Kid Ina Korner / Interscope,"C © 2018 KIDinaKORNER/Interscope Records, P ℗ 2018 KIDinaKORNER/Interscope Records",1
